Date-time,Close
2002-06-04 07:00:00,25.299
2002-06-05 07:00:00,24.889
2002-06-06 07:00:00,24.93
2002-06-07 07:00:00,24.73
2002-06-10 07:00:00,24.32
2002-06-11 07:00:00,24.18
2002-06-12 07:00:00,24.68
2002-06-13 07:00:00,25.639
2002-06-14 07:00:00,25.87
2002-06-17 07:00:00,26.09
2002-06-18 07:00:00,25.35
2002-06-19 07:00:00,25.299
2002-06-20 07:00:00,25.6
2002-06-21 07:00:00,25.75
2002-06-24 07:00:00,26.469
2002-06-25 07:00:00,26.32
2002-06-26 07:00:00,26.76
2002-06-27 07:00:00,26.86
2002-06-28 07:00:00,26.86
2002-07-01 07:00:00,26.809
2002-07-02 07:00:00,26.77
2002-07-03 07:00:00,26.799
2002-07-08 07:00:00,26.07
2002-07-09 07:00:00,26.09
2002-07-10 07:00:00,26.77
2002-07-11 07:00:00,26.83
2002-07-12 07:00:00,27.469
2002-07-15 07:00:00,27.07
2002-07-16 07:00:00,27.75
2002-07-17 07:00:00,27.879
2002-07-18 07:00:00,27.57
2002-07-19 07:00:00,27.83
2002-07-22 07:00:00,26.6
2002-07-23 07:00:00,26.309
2002-07-24 07:00:00,26.87
2002-07-25 07:00:00,26.77
2002-07-26 07:00:00,26.54
2002-07-29 07:00:00,26.549
2002-07-30 07:00:00,27.36
2002-07-31 07:00:00,27.02
2002-08-01 07:00:00,26.469
2002-08-02 07:00:00,26.84
2002-08-05 07:00:00,26.58
2002-08-06 07:00:00,27.17
2002-08-07 07:00:00,26.5
2002-08-08 07:00:00,26.67
2002-08-09 07:00:00,26.86
2002-08-12 07:00:00,27.86
2002-08-13 07:00:00,27.9
2002-08-14 07:00:00,28.15
2002-08-15 07:00:00,29.059
2002-08-16 07:00:00,29.33
2002-08-19 07:00:00,29.84
2002-08-20 07:00:00,30.11
2002-08-21 07:00:00,29.24
2002-08-22 07:00:00,28.84
2002-08-23 07:00:00,28.73
2002-08-26 07:00:00,29.28
2002-08-27 07:00:00,28.83
2002-08-28 07:00:00,28.34
2002-08-29 07:00:00,28.92
2002-08-30 07:00:00,28.98
2002-09-03 07:00:00,27.79
2002-09-04 07:00:00,28.27
2002-09-05 07:00:00,28.98
2002-09-06 07:00:00,29.61
2002-09-09 07:00:00,29.73
2002-09-10 07:00:00,29.73
2002-09-11 07:00:00,29.77
2002-09-12 07:00:00,28.85
2002-09-13 07:00:00,29.809
2002-09-16 07:00:00,29.67
2002-09-17 07:00:00,29.08
2002-09-18 07:00:00,29.48
2002-09-19 07:00:00,29.5
2002-09-20 07:00:00,29.84
2002-09-23 07:00:00,30.709
2002-09-24 07:00:00,30.77
2002-09-25 07:00:00,30.639
2002-09-26 07:00:00,30.41
2002-09-27 07:00:00,30.54
2002-09-30 07:00:00,30.469
2002-10-01 07:00:00,30.83
2002-10-02 07:00:00,30.49
2002-10-03 07:00:00,29.76
2002-10-04 07:00:00,29.62
2002-10-07 07:00:00,29.639
2002-10-08 07:00:00,29.48
2002-10-09 07:00:00,29.35
2002-10-10 07:00:00,28.969
2002-10-11 07:00:00,29.37
2002-10-14 07:00:00,30.03
2002-10-15 07:00:00,29.719
2002-10-16 07:00:00,29.469
2002-10-17 07:00:00,29.62
2002-10-18 07:00:00,29.6
2002-10-21 07:00:00,28.379
2002-10-22 07:00:00,27.92
2002-10-23 07:00:00,28.18
2002-10-24 07:00:00,28.2
2002-10-25 07:00:00,27.049
2002-10-28 07:00:00,27.29
2002-10-29 07:00:00,26.86
2002-10-30 07:00:00,26.809
2002-10-31 07:00:00,27.219
2002-11-01 07:00:00,27.129
2002-11-04 07:00:00,26.95
2002-11-05 07:00:00,26.139
2002-11-06 07:00:00,25.77
2002-11-07 07:00:00,25.379
2002-11-08 07:00:00,25.78
2002-11-08 07:00:00,25.78
2002-11-11 07:00:00,25.94
2002-11-12 07:00:00,25.9
2002-11-13 07:00:00,25.19
2002-11-14 07:00:00,25.29
2002-11-15 07:00:00,25.51
2002-11-18 07:00:00,26.709
2002-11-19 07:00:00,26.42
2002-11-20 07:00:00,26.98
2002-11-21 07:00:00,26.35
2002-11-22 07:00:00,26.76
2002-11-25 07:00:00,26.11
2002-11-26 07:00:00,26.4
2002-11-27 07:00:00,26.889
2002-12-02 07:00:00,27.24
2002-12-03 07:00:00,27.299
2002-12-04 07:00:00,26.73
2002-12-05 07:00:00,27.29
2002-12-06 07:00:00,26.93
2002-12-09 07:00:00,27.26
2002-12-10 07:00:00,27.75
2002-12-11 07:00:00,27.4
2002-12-12 07:00:00,27.92
2002-12-13 07:00:00,28.44
2002-12-16 07:00:00,30.1
2002-12-17 07:00:00,30.1
2002-12-18 07:00:00,30.44
2002-12-19 07:00:00,30.559
2002-12-20 07:00:00,30.299
2002-12-23 07:00:00,31.75
2002-12-24 07:00:00,31.969
2002-12-26 07:00:00,32.49
2002-12-27 07:00:00,32.72
2002-12-30 07:00:00,31.37
2002-12-31 07:00:00,31.2
2003-01-02 07:00:00,31.85
2003-01-03 07:00:00,33.08
2003-01-06 07:00:00,32.099
2003-01-07 07:00:00,31.08
2003-01-08 07:00:00,30.559
2003-01-09 07:00:00,31.99
2003-01-10 07:00:00,31.68
2003-01-13 07:00:00,32.259
2003-01-14 07:00:00,32.369
2003-01-15 07:00:00,33.2
2003-01-16 07:00:00,33.66
2003-01-17 07:00:00,33.91
2003-01-21 07:00:00,34.61
2003-01-22 07:00:00,32.849
2003-01-23 07:00:00,32.25
2003-01-24 07:00:00,33.279
2003-01-27 07:00:00,32.29
2003-01-28 07:00:00,32.669
2003-01-29 07:00:00,33.63
2003-01-30 07:00:00,33.849
2003-01-31 07:00:00,33.509
2003-02-03 07:00:00,32.759
2003-02-04 07:00:00,33.58
2003-02-05 07:00:00,33.93
2003-02-06 07:00:00,34.16
2003-02-07 07:00:00,35.119
2003-02-10 07:00:00,34.48
2003-02-11 07:00:00,35.439
2003-02-12 07:00:00,35.77
2003-02-13 07:00:00,36.36
2003-02-14 07:00:00,36.799
2003-02-18 07:00:00,36.959
2003-02-19 07:00:00,37.16
2003-02-20 07:00:00,36.79
2003-02-21 07:00:00,35.58
2003-02-24 07:00:00,36.48
2003-02-25 07:00:00,36.06
2003-02-26 07:00:00,37.7
2003-02-27 07:00:00,37.2
2003-02-28 07:00:00,36.599
2003-03-03 07:00:00,35.88
2003-03-04 07:00:00,36.889
2003-03-05 07:00:00,36.689
2003-03-06 07:00:00,37
2003-03-07 07:00:00,37.779
2003-03-10 07:00:00,37.27
2003-03-11 07:00:00,36.72
2003-03-12 07:00:00,37.83
2003-03-13 07:00:00,36.009
2003-03-14 07:00:00,35.38
2003-03-17 07:00:00,34.93
2003-03-18 07:00:00,31.67
2003-03-19 07:00:00,29.879
2003-03-20 07:00:00,28.61
2003-03-21 07:00:00,26.91
2003-03-24 07:00:00,28.66
2003-03-25 07:00:00,27.969
2003-03-26 07:00:00,28.629
2003-03-27 07:00:00,30.37
2003-03-28 07:00:00,30.16
2003-03-31 07:00:00,31.04
2003-04-01 07:00:00,29.78
2003-04-02 07:00:00,28.559
2003-04-03 07:00:00,28.969
2003-04-04 07:00:00,28.62
2003-04-07 07:00:00,27.959
2003-04-08 07:00:00,28
2003-04-09 07:00:00,28.85
2003-04-10 07:00:00,27.459
2003-04-11 07:00:00,28.139
2003-04-14 07:00:00,28.629
2003-04-15 07:00:00,29.29
2003-04-16 07:00:00,29.18
2003-04-17 07:00:00,30.549
2003-04-21 07:00:00,30.87
2003-04-22 07:00:00,29.91
2003-04-23 07:00:00,26.65
2003-04-24 07:00:00,26.639
2003-04-25 07:00:00,26.26
2003-04-28 07:00:00,25.49
2003-04-29 07:00:00,25.24
2003-04-30 07:00:00,25.799
2003-05-01 07:00:00,26.03
2003-05-02 07:00:00,25.67
2003-05-05 07:00:00,26.49
2003-05-06 07:00:00,25.719
2003-05-07 07:00:00,26.23
2003-05-08 07:00:00,26.98
2003-05-09 07:00:00,27.719
2003-05-12 07:00:00,27.35
2003-05-13 07:00:00,28.5
2003-05-14 07:00:00,29.17
2003-05-15 07:00:00,28.74
2003-05-16 07:00:00,29.139
2003-05-19 07:00:00,28.83
2003-05-20 07:00:00,29.28
2003-05-21 07:00:00,29.03
2003-05-22 07:00:00,28.85
2003-05-23 07:00:00,29.16
2003-05-27 07:00:00,29.35
2003-05-28 07:00:00,28.58
2003-05-29 07:00:00,29.1
2003-05-30 07:00:00,29.559
2003-06-02 07:00:00,30.709
2003-06-03 07:00:00,30.67
2003-06-04 07:00:00,30.049
2003-06-05 07:00:00,30.74
2003-06-06 07:00:00,31.28
2003-06-09 07:00:00,31.45
2003-06-10 07:00:00,31.73
2003-06-11 07:00:00,32.36
2003-06-12 07:00:00,31.51
2003-06-13 07:00:00,30.65
2003-06-16 07:00:00,31.18
2003-06-17 07:00:00,31.07
2003-06-18 07:00:00,30.36
2003-06-19 07:00:00,29.959
2003-06-20 07:00:00,30.82
2003-06-23 07:00:00,29.17
2003-06-24 07:00:00,28.78
2003-06-25 07:00:00,29.95
2003-06-26 07:00:00,29.01
2003-06-27 07:00:00,29.27
2003-06-30 07:00:00,30.19
2003-07-01 07:00:00,30.4
2003-07-02 07:00:00,30.15
2003-07-03 07:00:00,30.42
2003-07-07 07:00:00,30.129
2003-07-08 07:00:00,30.219
2003-07-09 07:00:00,30.879
2003-07-10 07:00:00,31.059
2003-07-11 07:00:00,31.28
2003-07-14 07:00:00,31.27
2003-07-15 07:00:00,31.62
2003-07-16 07:00:00,31.049
2003-07-17 07:00:00,31.41
2003-07-18 07:00:00,31.959
2003-07-21 07:00:00,31.78
2003-07-22 07:00:00,30.19
2003-07-23 07:00:00,29.67
2003-07-24 07:00:00,30.219
2003-07-25 07:00:00,30.17
2003-07-28 07:00:00,30.11
2003-07-29 07:00:00,30.24
2003-07-30 07:00:00,30.68
2003-07-31 07:00:00,30.54
2003-08-01 07:00:00,32.31
2003-08-04 07:00:00,31.84
2003-08-05 07:00:00,32.22
2003-08-06 07:00:00,31.7
2003-08-07 07:00:00,32.389
2003-08-08 07:00:00,32.18
2003-08-11 07:00:00,32.009
2003-08-12 07:00:00,31.92
2003-08-13 07:00:00,30.78
2003-08-14 07:00:00,31.09
2003-08-15 07:00:00,31.049
2003-08-18 07:00:00,30.889
2003-08-19 07:00:00,30.7
2003-08-20 07:00:00,30.95
2003-08-21 07:00:00,31.879
2003-08-22 07:00:00,31.84
2003-08-25 07:00:00,31.559
2003-08-26 07:00:00,31.95
2003-08-27 07:00:00,31.209
2003-08-28 07:00:00,31.5
2003-08-29 07:00:00,31.57
2003-09-02 07:00:00,29.41
2003-09-03 07:00:00,29.49
2003-09-04 07:00:00,28.98
2003-09-05 07:00:00,28.879
2003-09-08 07:00:00,28.85
2003-09-09 07:00:00,29.18
2003-09-10 07:00:00,29.35
2003-09-11 07:00:00,28.82
2003-09-12 07:00:00,28.27
2003-09-15 07:00:00,28.139
2003-09-16 07:00:00,27.559
2003-09-17 07:00:00,27.03
2003-09-18 07:00:00,27.17
2003-09-19 07:00:00,27.03
2003-09-22 07:00:00,26.959
2003-09-23 07:00:00,27.129
2003-09-24 07:00:00,28.24
2003-09-25 07:00:00,28.29
2003-09-26 07:00:00,28.16
2003-09-29 07:00:00,28.4
2003-09-30 07:00:00,29.2
2003-10-01 07:00:00,29.389
2003-10-02 07:00:00,29.84
2003-10-03 07:00:00,30.4
2003-10-06 07:00:00,30.469
2003-10-07 07:00:00,30.41
2003-10-08 07:00:00,29.809
2003-10-09 07:00:00,31.01
2003-10-10 07:00:00,31.969
2003-10-13 07:00:00,31.95
2003-10-14 07:00:00,31.82
2003-10-15 07:00:00,31.77
2003-10-16 07:00:00,31.54
2003-10-17 07:00:00,30.68
2003-10-20 07:00:00,30.35
2003-10-21 07:00:00,30.18
2003-10-22 07:00:00,29.92
2003-10-23 07:00:00,30.299
2003-10-24 07:00:00,30.16
2003-10-27 07:00:00,29.92
2003-10-28 07:00:00,29.559
2003-10-29 07:00:00,28.91
2003-10-30 07:00:00,28.469
2003-10-31 07:00:00,29.11
2003-11-03 07:00:00,28.9
2003-11-04 07:00:00,28.75
2003-11-05 07:00:00,30.299
2003-11-06 07:00:00,30.26
2003-11-07 07:00:00,30.85
2003-11-10 07:00:00,30.879
2003-11-11 07:00:00,31.15
2003-11-12 07:00:00,31.33
2003-11-13 07:00:00,31.9
2003-11-14 07:00:00,32.369
2003-11-17 07:00:00,31.73
2003-11-18 07:00:00,33.279
2003-11-19 07:00:00,32.919
2003-11-20 07:00:00,32.86
2003-11-21 07:00:00,31.61
2003-11-24 07:00:00,29.74
2003-11-25 07:00:00,29.77
2003-11-26 07:00:00,30.41
2003-12-01 07:00:00,29.95
2003-12-02 07:00:00,30.78
2003-12-03 07:00:00,31.1
2003-12-04 07:00:00,31.26
2003-12-05 07:00:00,30.73
2003-12-08 07:00:00,32.099
2003-12-09 07:00:00,31.76
2003-12-10 07:00:00,31.879
2003-12-11 07:00:00,31.85
2003-12-12 07:00:00,33.04
2003-12-15 07:00:00,33.18
2003-12-16 07:00:00,32.889
2003-12-17 07:00:00,33.349
2003-12-18 07:00:00,33.709
2003-12-19 07:00:00,33.02
2003-12-22 07:00:00,31.87
2003-12-23 07:00:00,31.95
2003-12-24 07:00:00,32.86
2003-12-29 07:00:00,32.4
2003-12-30 07:00:00,32.79
2003-12-31 07:00:00,32.52
2004-01-05 07:00:00,33.779
2004-01-06 07:00:00,33.7
2004-01-07 07:00:00,33.619
2004-01-08 07:00:00,33.98
2004-01-09 07:00:00,34.31
2004-01-12 07:00:00,34.72
2004-01-13 07:00:00,34.43
2004-01-14 07:00:00,34.5
2004-01-15 07:00:00,33.439
2004-01-16 07:00:00,35.07
2004-01-20 07:00:00,36.2
2004-01-21 07:00:00,34.58
2004-01-22 07:00:00,34.93
2004-01-23 07:00:00,34.939
2004-01-26 07:00:00,34.47
2004-01-27 07:00:00,34.119
2004-01-28 07:00:00,33.619
2004-01-29 07:00:00,32.81
2004-01-30 07:00:00,33.049
2004-02-02 07:00:00,34.98
2004-02-03 07:00:00,34.099
2004-02-04 07:00:00,33.099
2004-02-05 07:00:00,33.08
2004-02-06 07:00:00,32.479
2004-02-09 07:00:00,32.83
2004-02-10 07:00:00,33.869
2004-02-11 07:00:00,34
2004-02-12 07:00:00,33.98
2004-02-13 07:00:00,34.56
2004-02-17 07:00:00,35.16
2004-02-18 07:00:00,35.45
2004-02-19 07:00:00,36
2004-02-20 07:00:00,35.599
2004-02-23 07:00:00,34.349
2004-02-24 07:00:00,34.58
2004-02-25 07:00:00,35.68
2004-02-26 07:00:00,35.509
2004-02-27 07:00:00,36.16
2004-03-01 07:00:00,36.86
2004-03-02 07:00:00,36.66
2004-03-03 07:00:00,35.799
2004-03-04 07:00:00,36.639
2004-03-05 07:00:00,37.259
2004-03-08 07:00:00,36.57
2004-03-09 07:00:00,36.279
2004-03-10 07:00:00,36.099
2004-03-11 07:00:00,36.779
2004-03-12 07:00:00,36.189
2004-03-15 07:00:00,37.439
2004-03-16 07:00:00,37.48
2004-03-17 07:00:00,38.18
2004-03-18 07:00:00,37.93
2004-03-19 07:00:00,38.08
2004-03-22 07:00:00,37.11
2004-03-23 07:00:00,37.45
2004-03-24 07:00:00,37.009
2004-03-25 07:00:00,35.509
2004-03-26 07:00:00,35.73
2004-03-29 07:00:00,35.45
2004-03-30 07:00:00,36.25
2004-03-31 07:00:00,35.759
2004-04-01 07:00:00,34.27
2004-04-02 07:00:00,34.389
2004-04-05 07:00:00,34.38
2004-04-06 07:00:00,34.97
2004-04-07 07:00:00,36.15
2004-04-08 07:00:00,37.139
2004-04-12 07:00:00,37.84
2004-04-13 07:00:00,37.209
2004-04-14 07:00:00,36.72
2004-04-15 07:00:00,37.57
2004-04-16 07:00:00,37.74
2004-04-19 07:00:00,37.419
2004-04-20 07:00:00,37.599
2004-04-21 07:00:00,35.73
2004-04-22 07:00:00,36.709
2004-04-23 07:00:00,36.459
2004-04-26 07:00:00,36.97
2004-04-27 07:00:00,37.529
2004-04-28 07:00:00,37.459
2004-04-29 07:00:00,37.31
2004-04-30 07:00:00,37.38
2004-05-03 07:00:00,38.209
2004-05-04 07:00:00,38.98
2004-05-05 07:00:00,39.57
2004-05-06 07:00:00,39.369
2004-05-07 07:00:00,39.93
2004-05-10 07:00:00,38.93
2004-05-11 07:00:00,40.06
2004-05-12 07:00:00,40.77
2004-05-13 07:00:00,41.08
2004-05-14 07:00:00,41.38
2004-05-17 07:00:00,41.549
2004-05-18 07:00:00,40.54
2004-05-19 07:00:00,41.5
2004-05-20 07:00:00,40.919
2004-05-21 07:00:00,39.93
2004-05-24 07:00:00,41.72
2004-05-25 07:00:00,41.139
2004-05-26 07:00:00,40.7
2004-05-27 07:00:00,39.439
2004-05-28 07:00:00,39.88
2004-06-01 07:00:00,42.33
2004-06-02 07:00:00,39.959
2004-06-03 07:00:00,39.279
2004-06-04 07:00:00,38.49
2004-06-07 07:00:00,38.66
2004-06-08 07:00:00,37.279
2004-06-09 07:00:00,37.54
2004-06-10 07:00:00,38.45
2004-06-14 07:00:00,37.59
2004-06-15 07:00:00,37.189
2004-06-16 07:00:00,37.32
2004-06-17 07:00:00,38.459
2004-06-18 07:00:00,38.75
2004-06-21 07:00:00,37.63
2004-06-22 07:00:00,38.11
2004-06-23 07:00:00,37.57
2004-06-24 07:00:00,37.93
2004-06-25 07:00:00,37.549
2004-06-28 07:00:00,36.24
2004-06-29 07:00:00,35.66
2004-06-30 07:00:00,37.049
2004-07-01 07:00:00,38.74
2004-07-02 07:00:00,38.389
2004-07-06 07:00:00,39.65
2004-07-07 07:00:00,39.08
2004-07-08 07:00:00,40.33
2004-07-09 07:00:00,39.959
2004-07-12 07:00:00,39.5
2004-07-13 07:00:00,39.439
2004-07-14 07:00:00,40.97
2004-07-15 07:00:00,40.77
2004-07-16 07:00:00,41.25
2004-07-19 07:00:00,41.639
2004-07-20 07:00:00,40.86
2004-07-21 07:00:00,40.58
2004-07-22 07:00:00,41.36
2004-07-23 07:00:00,41.709
2004-07-26 07:00:00,41.439
2004-07-27 07:00:00,41.84
2004-07-28 07:00:00,42.9
2004-07-29 07:00:00,42.75
2004-07-30 07:00:00,43.799
2004-08-02 07:00:00,43.82
2004-08-03 07:00:00,44.15
2004-08-04 07:00:00,42.83
2004-08-05 07:00:00,44.41
2004-08-06 07:00:00,43.95
2004-08-09 07:00:00,44.84
2004-08-10 07:00:00,44.52
2004-08-11 07:00:00,44.799
2004-08-12 07:00:00,45.5
2004-08-13 07:00:00,46.58
2004-08-16 07:00:00,46.049
2004-08-17 07:00:00,46.75
2004-08-18 07:00:00,47.27
2004-08-19 07:00:00,48.7
2004-08-20 07:00:00,47.86
2004-08-23 07:00:00,46.049
2004-08-24 07:00:00,45.209
2004-08-25 07:00:00,43.47
2004-08-26 07:00:00,43.099
2004-08-27 07:00:00,43.18
2004-08-30 07:00:00,42.279
2004-08-31 07:00:00,42.119
2004-09-01 07:00:00,44
2004-09-02 07:00:00,44.06
2004-09-03 07:00:00,43.99
2004-09-07 07:00:00,43.31
2004-09-08 07:00:00,42.77
2004-09-09 07:00:00,44.61
2004-09-10 07:00:00,42.81
2004-09-13 07:00:00,43.869
2004-09-14 07:00:00,44.389
2004-09-15 07:00:00,43.58
2004-09-16 07:00:00,43.88
2004-09-17 07:00:00,45.59
2004-09-20 07:00:00,46.349
2004-09-21 07:00:00,47.099
2004-09-22 07:00:00,48.349
2004-09-23 07:00:00,48.459
2004-09-24 07:00:00,48.88
2004-09-27 07:00:00,49.639
2004-09-28 07:00:00,49.9
2004-09-29 07:00:00,49.509
2004-09-30 07:00:00,49.639
2004-10-01 07:00:00,50.119
2004-10-04 07:00:00,49.91
2004-10-05 07:00:00,51.09
2004-10-06 07:00:00,52.02
2004-10-07 07:00:00,52.669
2004-10-08 07:00:00,53.31
2004-10-11 07:00:00,53.639
2004-10-12 07:00:00,52.509
2004-10-13 07:00:00,53.639
2004-10-14 07:00:00,54.759
2004-10-15 07:00:00,54.93
2004-10-18 07:00:00,53.669
2004-10-19 07:00:00,53.29
2004-10-20 07:00:00,54.919
2004-10-21 07:00:00,54.47
2004-10-22 07:00:00,55.169
2004-10-25 07:00:00,54.54
2004-10-26 07:00:00,55.169
2004-10-27 07:00:00,52.459
2004-10-28 07:00:00,50.919
2004-10-29 07:00:00,51.759
2004-11-01 07:00:00,50.13
2004-11-02 07:00:00,49.619
2004-11-03 07:00:00,50.88
2004-11-04 07:00:00,48.82
2004-11-05 07:00:00,49.61
2004-11-08 07:00:00,49.09
2004-11-08 07:00:00,49.09
2004-11-09 07:00:00,47.369
2004-11-10 07:00:00,48.86
2004-11-11 07:00:00,47.419
2004-11-12 07:00:00,47.32
2004-11-15 07:00:00,46.869
2004-11-16 07:00:00,46.11
2004-11-17 07:00:00,46.84
2004-11-18 07:00:00,46.22
2004-11-19 07:00:00,48.439
2004-11-22 07:00:00,48.639
2004-11-23 07:00:00,48.939
2004-11-24 07:00:00,49.439
2004-11-29 07:00:00,49.759
2004-11-30 07:00:00,49.13
2004-12-01 07:00:00,45.49
2004-12-02 07:00:00,43.25
2004-12-03 07:00:00,42.54
2004-12-06 07:00:00,42.98
2004-12-07 07:00:00,41.459
2004-12-08 07:00:00,41.939
2004-12-09 07:00:00,42.529
2004-12-10 07:00:00,40.709
2004-12-13 07:00:00,41.009
2004-12-14 07:00:00,41.82
2004-12-15 07:00:00,44.189
2004-12-16 07:00:00,44.18
2004-12-17 07:00:00,46.279
2004-12-20 07:00:00,45.639
2004-12-21 07:00:00,45.759
2004-12-22 07:00:00,44.24
2004-12-23 07:00:00,44.18
2004-12-27 07:00:00,41.32
2004-12-28 07:00:00,41.77
2004-12-29 07:00:00,43.639
2004-12-30 07:00:00,43.45
2005-01-03 07:00:00,42.119
2005-01-04 07:00:00,43.91
2005-01-05 07:00:00,43.389
2005-01-06 07:00:00,45.56
2005-01-07 07:00:00,45.43
2005-01-10 07:00:00,45.33
2005-01-11 07:00:00,45.68
2005-01-12 07:00:00,46.369
2005-01-13 07:00:00,48.04
2005-01-14 07:00:00,48.38
2005-01-18 07:00:00,48.38
2005-01-19 07:00:00,47.549
2005-01-20 07:00:00,46.91
2005-01-21 07:00:00,48.529
2005-01-24 07:00:00,48.81
2005-01-25 07:00:00,49.639
2005-01-26 07:00:00,48.779
2005-01-27 07:00:00,48.84
2005-01-28 07:00:00,47.18
2005-01-31 07:00:00,48.2
2005-02-01 07:00:00,47.119
2005-02-02 07:00:00,46.689
2005-02-03 07:00:00,46.45
2005-02-04 07:00:00,46.48
2005-02-07 07:00:00,45.279
2005-02-08 07:00:00,45.4
2005-02-09 07:00:00,45.459
2005-02-10 07:00:00,47.099
2005-02-11 07:00:00,47.16
2005-02-14 07:00:00,47.439
2005-02-15 07:00:00,47.259
2005-02-16 07:00:00,48.33
2005-02-17 07:00:00,47.54
2005-02-18 07:00:00,48.349
2005-02-22 07:00:00,51.15
2005-02-23 07:00:00,51.169
2005-02-24 07:00:00,51.389
2005-02-25 07:00:00,51.49
2005-02-28 07:00:00,51.75
2005-03-01 07:00:00,51.68
2005-03-02 07:00:00,53.049
2005-03-03 07:00:00,53.57
2005-03-04 07:00:00,53.779
2005-03-07 07:00:00,53.889
2005-03-08 07:00:00,54.59
2005-03-09 07:00:00,54.77
2005-03-10 07:00:00,53.54
2005-03-11 07:00:00,54.43
2005-03-14 07:00:00,54.95
2005-03-15 07:00:00,55.049
2005-03-16 07:00:00,56.459
2005-03-17 07:00:00,56.4
2005-03-18 07:00:00,56.72
2005-03-21 07:00:00,56.619
2005-03-22 07:00:00,56.029
2005-03-23 07:00:00,53.81
2005-03-24 07:00:00,54.84
2005-03-28 07:00:00,54.049
2005-03-29 07:00:00,54.23
2005-03-30 07:00:00,53.99
2005-03-31 07:00:00,55.4
2005-04-01 07:00:00,57.27
2005-04-04 07:00:00,57.009
2005-04-05 07:00:00,56.04
2005-04-06 07:00:00,55.849
2005-04-07 07:00:00,54.11
2005-04-08 07:00:00,53.32
2005-04-11 07:00:00,53.709
2005-04-12 07:00:00,51.86
2005-04-13 07:00:00,50.22
2005-04-14 07:00:00,51.13
2005-04-15 07:00:00,50.49
2005-04-18 07:00:00,50.369
2005-04-19 07:00:00,52.29
2005-04-20 07:00:00,52.439
2005-04-21 07:00:00,54.2
2005-04-22 07:00:00,55.389
2005-04-25 07:00:00,54.57
2005-04-26 07:00:00,54.2
2005-04-27 07:00:00,51.61
2005-04-28 07:00:00,51.77
2005-04-29 07:00:00,49.72
2005-05-02 07:00:00,50.919
2005-05-03 07:00:00,49.5
2005-05-04 07:00:00,50.13
2005-05-05 07:00:00,50.83
2005-05-06 07:00:00,50.959
2005-05-09 07:00:00,52.029
2005-05-10 07:00:00,52.07
2005-05-11 07:00:00,50.45
2005-05-12 07:00:00,48.54
2005-05-13 07:00:00,48.669
2005-05-16 07:00:00,48.61
2005-05-17 07:00:00,48.97
2005-05-18 07:00:00,47.25
2005-05-19 07:00:00,46.919
2005-05-20 07:00:00,46.799
